Order_Date,Alloy_Type,Quantity,Revenue,Customer_ID,Region,Industry,Product_Code
2025-03-06,Alloy B (Steel),535,4691.95,CUST-1070,Midwestern,Automotive,PROD-012
2025-03-06,Alloy C (Copper),1094,22908.36,CUST-1059,Midwestern,Electronics,PROD-008
2025-03-06,Alloy E (Nickel),266,7735.28,CUST-1028,Northeastern,Chemical,PROD-015
2025-03-06,Alloy B (Steel),444,3885.0,CUST-1062,Midwestern,Construction,PROD-017
2025-03-06,Alloy B (Steel),142,1260.96,CUST-1076,Midwestern,Construction,PROD-002
2025-03-06,Alloy A (Aluminum),390,6107.4,CUST-1078,Midwestern,Aerospace,PROD-011
2025-03-06,Alloy C (Copper),518,10893.54,CUST-1062,Northeastern,Construction,PROD-008
2025-03-06,Alloy D (Titanium),726,31051.02,CUST-1033,Western,Aerospace,PROD-004
2025-03-06,Alloy B (Steel),334,2712.08,CUST-1007,Midwestern,Construction,PROD-007
2025-03-06,Alloy A (Aluminum),103,1475.99,CUST-1051,Western,Automotive,PROD-016
2025-03-07,Alloy D (Titanium),588,25466.28,CUST-1008,Northeastern,Aerospace,PROD-004
2025-03-07,Alloy B (Steel),204,1660.56,CUST-1042,Northeastern,Construction,PROD-002
2025-03-07,Alloy A (Aluminum),245,3848.95,CUST-1030,Northeastern,Aerospace,PROD-016
2025-03-07,Alloy B (Steel),156,1276.08,CUST-1011,Northeastern,Automotive,PROD-012
2025-03-07,Alloy C (Copper),358,7661.2,CUST-1046,Northeastern,Electronics,PROD-018
2025-03-07,Alloy D (Titanium),615,28677.45,CUST-1012,Midwestern,Aerospace,PROD-004
2025-03-07,Alloy A (Aluminum),167,2383.09,CUST-1009,Western,Automotive,PROD-006
2025-03-07,Alloy A (Aluminum),95,1489.6,CUST-1050,Midwestern,Aerospace,PROD-006
2025-03-07,Alloy E (Nickel),398,11382.8,CUST-1018,Western,Electronics,PROD-010
2025-03-07,Alloy D (Titanium),173,8158.68,CUST-1023,Southern,Marine,PROD-009
2025-03-07,Alloy D (Titanium),426,19425.6,CUST-1008,Midwestern,Aerospace,PROD-019
2025-03-07,Alloy D (Titanium),236,10336.8,CUST-1064,Western,Marine,PROD-004
2025-03-07,Alloy E (Nickel),188,5833.64,CUST-1037,Western,Electronics,PROD-020
2025-03-07,Alloy E (Nickel),658,19904.5,CUST-1064,Western,Electronics,PROD-015
2025-03-07,Alloy D (Titanium),266,12230.68,CUST-1043,Northeastern,Aerospace,PROD-019
2025-03-07,Alloy D (Titanium),216,9521.28,CUST-1032,Western,Marine,PROD-009
2025-03-07,Alloy E (Nickel),397,11338.32,CUST-1015,Western,Aerospace,PROD-005
2025-03-07,Alloy A (Aluminum),435,6498.9,CUST-1071,Southern,Automotive,PROD-006
2025-03-07,Alloy D (Titanium),128,5680.64,CUST-1045,Northeastern,Aerospace,PROD-014
2025-03-07,Alloy A (Aluminum),381,5730.24,CUST-1032,Southern,Automotive,PROD-006
2025-03-07,Alloy E (Nickel),297,8541.72,CUST-1050,Western,Chemical,PROD-005
2025-03-08,Alloy C (Copper),49,1116.71,CUST-1051,Midwestern,Electronics,PROD-008
2025-03-08,Alloy B (Steel),71,621.96,CUST-1025,Northeastern,Construction,PROD-007
2025-03-08,Alloy B (Steel),100,843.0,CUST-1074,Western,Automotive,PROD-012
2025-03-08,Alloy D (Titanium),41,1855.66,CUST-1074,Western,Aerospace,PROD-009
2025-03-08,Alloy E (Nickel),40,1255.2,CUST-1046,Southern,Electronics,PROD-010
2025-03-08,Alloy B (Steel),29,254.04,CUST-1054,Midwestern,Automotive,PROD-017
2025-03-08,Alloy B (Steel),77,636.02,CUST-1042,Northeastern,Construction,PROD-012
2025-03-08,Alloy D (Titanium),30,1373.7,CUST-1015,Western,Aerospace,PROD-004
2025-03-08,Alloy A (Aluminum),138,2086.56,CUST-1018,Southern,Aerospace,PROD-006
2025-03-08,Alloy A (Aluminum),44,649.0,CUST-1065,Northeastern,Electronics,PROD-001
2025-03-08,Alloy C (Copper),53,1147.45,CUST-1077,Western,Construction,PROD-013
2025-03-08,Alloy B (Steel),54,467.1,CUST-1010,Southern,Automotive,PROD-017
2025-03-08,Alloy C (Copper),74,1656.86,CUST-1079,Southern,Construction,PROD-003
2025-03-08,Alloy D (Titanium),77,3386.46,CUST-1029,Western,Aerospace,PROD-019
2025-03-08,Alloy C (Copper),120,2616.0,CUST-1077,Western,Construction,PROD-013
2025-03-08,Alloy B (Steel),27,230.58,CUST-1045,Northeastern,Construction,PROD-012
2025-03-08,Alloy C (Copper),318,7113.66,CUST-1071,Northeastern,Construction,PROD-018
2025-03-08,Alloy D (Titanium),192,8780.16,CUST-1059,Midwestern,Aerospace,PROD-009
2025-03-08,Alloy C (Copper),23,506.0,CUST-1016,Midwestern,Electronics,PROD-018
2025-03-08,Alloy E (Nickel),72,2103.84,CUST-1018,Midwestern,Aerospace,PROD-015
2025-03-08,Alloy B (Steel),68,563.04,CUST-1058,Western,Construction,PROD-012
2025-03-08,Alloy A (Aluminum),81,1253.88,CUST-1026,Midwestern,Aerospace,PROD-006
2025-03-08,Alloy C (Copper),159,3381.93,CUST-1061,Midwestern,Construction,PROD-008
2025-03-08,Alloy A (Aluminum),80,1196.8,CUST-1058,Western,Aerospace,PROD-011
2025-03-08,Alloy C (Copper),94,2024.76,CUST-1054,Northeastern,Electronics,PROD-013
2025-03-08,Alloy D (Titanium),37,1652.42,CUST-1063,Northeastern,Aerospace,PROD-019
2025-03-08,Alloy C (Copper),65,1403.35,CUST-1010,Northeastern,Construction,PROD-013
2025-03-08,Alloy B (Steel),255,2269.5,CUST-1024,Northeastern,Marine,PROD-002
2025-03-08,Alloy A (Aluminum),30,434.4,CUST-1038,Western,Aerospace,PROD-011
2025-03-08,Alloy D (Titanium),100,4286.0,CUST-1021,Western,Marine,PROD-014
2025-03-08,Alloy C (Copper),169,3560.83,CUST-1015,Midwestern,Construction,PROD-003
2025-03-08,Alloy B (Steel),86,727.56,CUST-1002,Midwestern,Automotive,PROD-017
2025-03-08,Alloy E (Nickel),66,1971.42,CUST-1067,Southern,Electronics,PROD-015
2025-03-08,Alloy B (Steel),43,379.69,CUST-1027,Midwestern,Automotive,PROD-007
2025-03-09,Alloy D (Titanium),23,1074.79,CUST-1067,Western,Aerospace,PROD-004
2025-03-09,Alloy A (Aluminum),22,315.7,CUST-1051,Northeastern,Automotive,PROD-001
2025-03-09,Alloy D (Titanium),147,6811.98,CUST-1050,Western,Marine,PROD-014
2025-03-09,Alloy C (Copper),61,1278.56,CUST-1054,Midwestern,Construction,PROD-018
2025-03-09,Alloy A (Aluminum),67,982.22,CUST-1024,Western,Electronics,PROD-011
2025-03-09,Alloy B (Steel),53,466.4,CUST-1058,Northeastern,Marine,PROD-012
2025-03-09,Alloy E (Nickel),65,1963.0,CUST-1035,Midwestern,Aerospace,PROD-020
2025-03-09,Alloy D (Titanium),148,6436.52,CUST-1072,Midwestern,Marine,PROD-019
2025-03-09,Alloy C (Copper),85,1841.95,CUST-1041,Western,Electronics,PROD-013
2025-03-09,Alloy D (Titanium),29,1324.14,CUST-1041,Midwestern,Aerospace,PROD-004
2025-03-09,Alloy C (Copper),136,2949.84,CUST-1053,Southern,Construction,PROD-013
2025-03-09,Alloy C (Copper),35,760.9,CUST-1067,Western,Construction,PROD-018
2025-03-09,Alloy C (Copper),65,1395.55,CUST-1028,Western,Construction,PROD-008
2025-03-09,Alloy A (Aluminum),75,1159.5,CUST-1052,Western,Electronics,PROD-011
2025-03-09,Alloy D (Titanium),129,5685.03,CUST-1034,Western,Aerospace,PROD-009
2025-03-09,Alloy C (Copper),379,8103.02,CUST-1079,Southern,Construction,PROD-008
2025-03-09,Alloy C (Copper),40,912.4,CUST-1070,Northeastern,Construction,PROD-008
2025-03-09,Alloy B (Steel),108,953.64,CUST-1009,Northeastern,Automotive,PROD-002
2025-03-09,Alloy D (Titanium),26,1225.9,CUST-1044,Western,Aerospace,PROD-019
2025-03-09,Alloy C (Copper),78,1754.22,CUST-1036,Southern,Electronics,PROD-008
2025-03-09,Alloy A (Aluminum),101,1528.13,CUST-1011,Western,Automotive,PROD-016
2025-03-09,Alloy B (Steel),62,542.5,CUST-1061,Western,Marine,PROD-017
2025-03-09,Alloy E (Nickel),157,4563.99,CUST-1066,Southern,Aerospace,PROD-015
2025-03-10,Alloy B (Steel),125,1076.25,CUST-1017,Northeastern,Automotive,PROD-007
2025-03-10,Alloy E (Nickel),418,12502.38,CUST-1021,Western,Aerospace,PROD-005
2025-03-10,Alloy B (Steel),398,3426.78,CUST-1009,Midwestern,Automotive,PROD-017
2025-03-10,Alloy C (Copper),436,10001.84,CUST-1063,Western,Construction,PROD-018
2025-03-10,Alloy B (Steel),447,3781.62,CUST-1068,Midwestern,Construction,PROD-012
2025-03-10,Alloy C (Copper),331,7387.92,CUST-1009,Southern,Electronics,PROD-013
2025-03-10,Alloy D (Titanium),959,44842.84,CUST-1007,Northeastern,Marine,PROD-019
2025-03-10,Alloy C (Copper),295,6463.45,CUST-1058,Northeastern,Construction,PROD-003
2025-03-10,Alloy B (Steel),395,3436.5,CUST-1036,Southern,Construction,PROD-002
2025-03-10,Alloy D (Titanium),100,4500.0,CUST-1043,Northeastern,Marine,PROD-009
2025-03-10,Alloy C (Copper),159,3653.82,CUST-1067,Northeastern,Electronics,PROD-013
2025-03-10,Alloy A (Aluminum),829,12451.58,CUST-1050,Western,Electronics,PROD-001
2025-03-10,Alloy D (Titanium),96,4217.28,CUST-1029,Southern,Aerospace,PROD-014
2025-03-10,Alloy B (Steel),179,1568.04,CUST-1022,Midwestern,Construction,PROD-012
2025-03-10,Alloy E (Nickel),1044,31946.4,CUST-1024,Midwestern,Aerospace,PROD-015
2025-03-10,Alloy B (Steel),264,2175.36,CUST-1018,Western,Automotive,PROD-002
2025-03-10,Alloy A (Aluminum),202,2908.8,CUST-1079,Southern,Automotive,PROD-016
2025-03-10,Alloy C (Copper),90,2070.0,CUST-1075,Western,Construction,PROD-018
2025-03-10,Alloy E (Nickel),276,8343.48,CUST-1023,Southern,Aerospace,PROD-010
2025-03-10,Alloy B (Steel),216,1777.68,CUST-1072,Southern,Construction,PROD-012
2025-03-10,Alloy A (Aluminum),90,1341.0,CUST-1031,Northeastern,Aerospace,PROD-011
2025-03-10,Alloy E (Nickel),286,8428.42,CUST-1077,Southern,Electronics,PROD-010
2025-03-10,Alloy D (Titanium),146,6492.62,CUST-1054,Midwestern,Marine,PROD-009
2025-03-10,Alloy C (Copper),97,2078.71,CUST-1011,Western,Construction,PROD-003
2025-03-10,Alloy B (Steel),144,1229.76,CUST-1078,Western,Automotive,PROD-012
2025-03-10,Alloy E (Nickel),339,10458.15,CUST-1011,Western,Chemical,PROD-010
2025-03-10,Alloy D (Titanium),120,5367.6,CUST-1010,Northeastern,Marine,PROD-004
2025-03-10,Alloy B (Steel),147,1239.21,CUST-1067,Southern,Construction,PROD-012
2025-03-10,Alloy B (Steel),303,2648.22,CUST-1061,Northeastern,Marine,PROD-017
2025-03-10,Alloy A (Aluminum),338,4877.34,CUST-1022,Midwestern,Electronics,PROD-016
2025-03-11,Alloy E (Nickel),231,6992.37,CUST-1027,Midwestern,Chemical,PROD-005
2025-03-11,Alloy D (Titanium),91,4064.06,CUST-1040,Western,Marine,PROD-014
2025-03-11,Alloy E (Nickel),277,7991.45,CUST-1011,Southern,Electronics,PROD-010
2025-03-11,Alloy C (Copper),98,2083.48,CUST-1020,Southern,Construction,PROD-003
2025-03-11,Alloy C (Copper),406,8619.38,CUST-1048,Western,Electronics,PROD-018
2025-03-11,Alloy B (Steel),285,2337.0,CUST-1012,Southern,Marine,PROD-017
2025-03-11,Alloy D (Titanium),266,11967.34,CUST-1010,Northeastern,Marine,PROD-004
2025-03-11,Alloy C (Copper),460,9991.2,CUST-1048,Northeastern,Construction,PROD-003
2025-03-11,Alloy A (Aluminum),657,9460.8,CUST-1058,Northeastern,Aerospace,PROD-011
2025-03-11,Alloy E (Nickel),339,9831.0,CUST-1006,Midwestern,Aerospace,PROD-020
2025-03-11,Alloy C (Copper),328,6888.0,CUST-1010,Midwestern,Construction,PROD-018
2025-03-11,Alloy B (Steel),116,1034.72,CUST-1039,Western,Construction,PROD-017
2025-03-11,Alloy A (Aluminum),316,4888.52,CUST-1064,Northeastern,Electronics,PROD-011
2025-03-11,Alloy B (Steel),1407,11509.26,CUST-1052,Northeastern,Construction,PROD-007
2025-03-11,Alloy E (Nickel),285,8755.2,CUST-1048,Southern,Aerospace,PROD-010
2025-03-11,Alloy E (Nickel),215,6761.75,CUST-1055,Western,Electronics,PROD-005
2025-03-11,Alloy D (Titanium),146,6378.74,CUST-1040,Northeastern,Aerospace,PROD-019
2025-03-11,Alloy A (Aluminum),744,11532.0,CUST-1037,Northeastern,Electronics,PROD-016
2025-03-11,Alloy E (Nickel),346,10809.04,CUST-1002,Southern,Chemical,PROD-005
2025-03-11,Alloy B (Steel),179,1462.43,CUST-1011,Western,Construction,PROD-017
2025-03-11,Alloy A (Aluminum),135,1961.55,CUST-1078,Midwestern,Aerospace,PROD-006
2025-03-11,Alloy A (Aluminum),422,6262.48,CUST-1062,Midwestern,Automotive,PROD-011
2025-03-11,Alloy A (Aluminum),134,2012.68,CUST-1046,Midwestern,Automotive,PROD-006
2025-03-11,Alloy C (Copper),199,4354.12,CUST-1016,Southern,Electronics,PROD-018
2025-03-12,Alloy B (Steel),334,2728.78,CUST-1072,Southern,Automotive,PROD-017
2025-03-12,Alloy E (Nickel),294,8875.86,CUST-1019,Southern,Electronics,PROD-020
2025-03-12,Alloy E (Nickel),106,3082.48,CUST-1031,Western,Aerospace,PROD-020
2025-03-12,Alloy C (Copper),266,5857.32,CUST-1074,Midwestern,Construction,PROD-018
2025-03-12,Alloy B (Steel),142,1184.28,CUST-1011,Southern,Marine,PROD-017
2025-03-12,Alloy B (Steel),279,2474.73,CUST-1032,Western,Automotive,PROD-012
2025-03-12,Alloy C (Copper),185,4018.2,CUST-1048,Southern,Construction,PROD-013
2025-03-12,Alloy D (Titanium),285,13241.1,CUST-1008,Southern,Marine,PROD-009
2025-03-12,Alloy A (Aluminum),858,13384.8,CUST-1001,Northeastern,Automotive,PROD-006
2025-03-12,Alloy E (Nickel),159,4971.93,CUST-1021,Northeastern,Chemical,PROD-015
2025-03-12,Alloy E (Nickel),258,7675.5,CUST-1040,Midwestern,Electronics,PROD-005
2025-03-12,Alloy A (Aluminum),319,4727.58,CUST-1016,Southern,Automotive,PROD-016
2025-03-12,Alloy A (Aluminum),636,9692.64,CUST-1057,Southern,Aerospace,PROD-006
2025-03-12,Alloy B (Steel),233,1980.5,CUST-1060,Northeastern,Automotive,PROD-002
2025-03-12,Alloy D (Titanium),148,6766.56,CUST-1047,Southern,Marine,PROD-019
2025-03-12,Alloy B (Steel),165,1390.95,CUST-1032,Midwestern,Marine,PROD-002
2025-03-12,Alloy B (Steel),110,896.5,CUST-1065,Western,Automotive,PROD-007
2025-03-12,Alloy B (Steel),141,1225.29,CUST-1040,Northeastern,Automotive,PROD-002
2025-03-12,Alloy D (Titanium),480,20966.4,CUST-1042,Midwestern,Aerospace,PROD-009
2025-03-12,Alloy C (Copper),398,8728.14,CUST-1011,Western,Electronics,PROD-008
2025-03-12,Alloy E (Nickel),114,3361.86,CUST-1048,Northeastern,Chemical,PROD-020
2025-03-12,Alloy B (Steel),270,2230.2,CUST-1073,Northeastern,Marine,PROD-002
2025-03-13,Alloy C (Copper),153,3532.77,CUST-1041,Western,Electronics,PROD-008
2025-03-13,Alloy C (Copper),600,12636.0,CUST-1004,Midwestern,Electronics,PROD-008
2025-03-13,Alloy D (Titanium),492,22681.2,CUST-1020,Western,Marine,PROD-004
2025-03-13,Alloy E (Nickel),416,12201.28,CUST-1048,Southern,Aerospace,PROD-020
2025-03-13,Alloy A (Aluminum),871,13230.49,CUST-1059,Western,Electronics,PROD-016
2025-03-13,Alloy A (Aluminum),304,4341.12,CUST-1011,Northeastern,Aerospace,PROD-001
2025-03-13,Alloy B (Steel),388,3193.24,CUST-1009,Midwestern,Automotive,PROD-012
2025-03-13,Alloy E (Nickel),90,2624.4,CUST-1036,Midwestern,Aerospace,PROD-020
2025-03-13,Alloy B (Steel),1250,10750.0,CUST-1031,Southern,Construction,PROD-007
2025-03-13,Alloy C (Copper),145,3262.5,CUST-1028,Midwestern,Construction,PROD-018
2025-03-13,Alloy A (Aluminum),379,5893.45,CUST-1053,Midwestern,Automotive,PROD-006
2025-03-13,Alloy B (Steel),397,3358.62,CUST-1066,Southern,Automotive,PROD-017
2025-03-13,Alloy E (Nickel),279,8526.24,CUST-1022,Midwestern,Aerospace,PROD-020
2025-03-13,Alloy D (Titanium),394,17596.04,CUST-1066,Northeastern,Aerospace,PROD-019
2025-03-13,Alloy C (Copper),322,7261.1,CUST-1024,Northeastern,Construction,PROD-003
2025-03-13,Alloy B (Steel),766,6564.62,CUST-1061,Western,Marine,PROD-002
2025-03-13,Alloy C (Copper),347,7547.25,CUST-1054,Northeastern,Construction,PROD-008
2025-03-13,Alloy E (Nickel),286,8348.34,CUST-1060,Southern,Aerospace,PROD-010
2025-03-13,Alloy A (Aluminum),188,2947.84,CUST-1019,Western,Aerospace,PROD-016
2025-03-13,Alloy E (Nickel),487,14819.41,CUST-1063,Northeastern,Electronics,PROD-015
2025-03-13,Alloy E (Nickel),145,4180.35,CUST-1038,Northeastern,Aerospace,PROD-010
2025-03-13,Alloy D (Titanium),587,27201.58,CUST-1030,Western,Marine,PROD-014
2025-03-13,Alloy C (Copper),252,5541.48,CUST-1045,Northeastern,Construction,PROD-003
2025-03-13,Alloy B (Steel),521,4214.89,CUST-1019,Midwestern,Construction,PROD-002
2025-03-13,Alloy D (Titanium),442,19173.96,CUST-1031,Midwestern,Aerospace,PROD-009
2025-03-13,Alloy C (Copper),118,2502.78,CUST-1065,Northeastern,Construction,PROD-008
2025-03-13,Alloy A (Aluminum),199,2937.24,CUST-1080,Southern,Automotive,PROD-001
2025-03-13,Alloy E (Nickel),535,16167.7,CUST-1009,Midwestern,Electronics,PROD-015
2025-03-13,Alloy C (Copper),628,13734.36,CUST-1014,Southern,Electronics,PROD-008
2025-03-13,Alloy A (Aluminum),229,3302.18,CUST-1010,Northeastern,Electronics,PROD-001
2025-03-13,Alloy A (Aluminum),470,6829.1,CUST-1069,Midwestern,Aerospace,PROD-006
2025-03-13,Alloy C (Copper),758,16107.5,CUST-1025,Southern,Construction,PROD-008
2025-03-13,Alloy B (Steel),156,1372.8,CUST-1068,Midwestern,Construction,PROD-012
2025-03-13,Alloy E (Nickel),508,15331.44,CUST-1035,Western,Chemical,PROD-010
2025-03-14,Alloy A (Aluminum),533,8234.85,CUST-1050,Western,Aerospace,PROD-001
2025-03-14,Alloy D (Titanium),120,5275.2,CUST-1005,Midwestern,Aerospace,PROD-009
2025-03-14,Alloy C (Copper),156,3505.32,CUST-1012,Western,Electronics,PROD-003
2025-03-14,Alloy E (Nickel),131,3740.05,CUST-1069,Midwestern,Aerospace,PROD-015
2025-03-14,Alloy B (Steel),130,1121.9,CUST-1052,Midwestern,Automotive,PROD-017
2025-03-14,Alloy B (Steel),485,4103.1,CUST-1030,Midwestern,Automotive,PROD-017
2025-03-14,Alloy E (Nickel),1130,33527.1,CUST-1005,Midwestern,Chemical,PROD-005
2025-03-14,Alloy D (Titanium),271,11631.32,CUST-1074,Midwestern,Aerospace,PROD-019
2025-03-14,Alloy E (Nickel),152,4578.24,CUST-1017,Western,Aerospace,PROD-015
2025-03-14,Alloy D (Titanium),379,17733.41,CUST-1075,Southern,Marine,PROD-014
2025-03-14,Alloy B (Steel),253,2241.58,CUST-1021,Northeastern,Automotive,PROD-002
2025-03-14,Alloy B (Steel),489,4190.73,CUST-1056,Midwestern,Marine,PROD-017
2025-03-14,Alloy A (Aluminum),206,3168.28,CUST-1017,Northeastern,Aerospace,PROD-016
2025-03-14,Alloy D (Titanium),170,7677.2,CUST-1011,Western,Aerospace,PROD-009
2025-03-14,Alloy E (Nickel),139,4100.5,CUST-1032,Western,Aerospace,PROD-015
2025-03-14,Alloy A (Aluminum),345,5195.7,CUST-1047,Northeastern,Electronics,PROD-011
2025-03-14,Alloy A (Aluminum),114,1753.32,CUST-1019,Northeastern,Electronics,PROD-016
2025-03-14,Alloy C (Copper),203,4476.15,CUST-1008,Southern,Construction,PROD-003
2025-03-15,Alloy E (Nickel),38,1094.4,CUST-1004,Southern,Aerospace,PROD-015
2025-03-15,Alloy B (Steel),123,1056.57,CUST-1073,Midwestern,Automotive,PROD-007
2025-03-15,Alloy D (Titanium),59,2675.06,CUST-1048,Western,Aerospace,PROD-009
2025-03-15,Alloy A (Aluminum),98,1534.68,CUST-1078,Southern,Automotive,PROD-006
2025-03-15,Alloy A (Aluminum),37,536.13,CUST-1059,Western,Electronics,PROD-006
2025-03-15,Alloy B (Steel),127,1098.55,CUST-1016,Midwestern,Marine,PROD-012
2025-03-15,Alloy D (Titanium),66,3039.96,CUST-1034,Northeastern,Marine,PROD-009
2025-03-15,Alloy B (Steel),48,418.56,CUST-1013,Western,Marine,PROD-007
2025-03-15,Alloy D (Titanium),28,1296.96,CUST-1066,Western,Marine,PROD-004
2025-03-15,Alloy C (Copper),72,1635.84,CUST-1053,Western,Construction,PROD-013
2025-03-15,Alloy D (Titanium),25,1095.0,CUST-1058,Northeastern,Marine,PROD-004
2025-03-15,Alloy C (Copper),162,3633.66,CUST-1063,Southern,Construction,PROD-008
2025-03-15,Alloy C (Copper),96,2144.64,CUST-1078,Midwestern,Electronics,PROD-013
2025-03-15,Alloy A (Aluminum),40,596.4,CUST-1039,Southern,Electronics,PROD-001
2025-03-15,Alloy D (Titanium),164,7170.08,CUST-1052,Northeastern,Aerospace,PROD-014
2025-03-15,Alloy D (Titanium),57,2608.32,CUST-1004,Southern,Marine,PROD-009
2025-03-15,Alloy E (Nickel),46,1406.68,CUST-1040,Western,Chemical,PROD-010
2025-03-15,Alloy C (Copper),60,1371.0,CUST-1012,Northeastern,Electronics,PROD-013
2025-03-15,Alloy C (Copper),76,1602.08,CUST-1013,Midwestern,Construction,PROD-003
2025-03-15,Alloy D (Titanium),77,3586.66,CUST-1059,Western,Marine,PROD-014
2025-03-15,Alloy D (Titanium),113,5226.25,CUST-1009,Midwestern,Aerospace,PROD-004
2025-03-16,Alloy D (Titanium),32,1470.08,CUST-1026,Northeastern,Marine,PROD-014
2025-03-16,Alloy B (Steel),177,1502.73,CUST-1017,Southern,Construction,PROD-002
2025-03-16,Alloy E (Nickel),32,948.8,CUST-1013,Western,Aerospace,PROD-010
2025-03-16,Alloy B (Steel),73,627.07,CUST-1052,Northeastern,Marine,PROD-017
2025-03-16,Alloy C (Copper),78,1669.98,CUST-1062,Southern,Construction,PROD-018
2025-03-16,Alloy B (Steel),23,189.06,CUST-1050,Midwestern,Marine,PROD-002
2025-03-16,Alloy D (Titanium),22,1019.48,CUST-1031,Western,Marine,PROD-004
2025-03-16,Alloy A (Aluminum),30,471.9,CUST-1015,Northeastern,Electronics,PROD-011
2025-03-16,Alloy C (Copper),44,944.24,CUST-1071,Western,Electronics,PROD-013
2025-03-16,Alloy B (Steel),29,256.07,CUST-1040,Western,Automotive,PROD-017
2025-03-16,Alloy B (Steel),26,225.16,CUST-1035,Northeastern,Marine,PROD-017
2025-03-16,Alloy A (Aluminum),49,744.8,CUST-1068,Southern,Automotive,PROD-001
2025-03-16,Alloy D (Titanium),141,6443.7,CUST-1047,Western,Aerospace,PROD-014
2025-03-16,Alloy C (Copper),64,1399.04,CUST-1001,Midwestern,Electronics,PROD-013
2025-03-16,Alloy E (Nickel),53,1554.49,CUST-1010,Midwestern,Aerospace,PROD-015
2025-03-17,Alloy E (Nickel),110,3443.0,CUST-1068,Midwestern,Chemical,PROD-010
2025-03-17,Alloy E (Nickel),166,5013.2,CUST-1057,Western,Electronics,PROD-015
2025-03-17,Alloy A (Aluminum),148,2174.12,CUST-1022,Western,Electronics,PROD-001
2025-03-17,Alloy A (Aluminum),168,2622.48,CUST-1065,Western,Electronics,PROD-006
2025-03-17,Alloy B (Steel),527,4300.32,CUST-1006,Southern,Automotive,PROD-002
2025-03-17,Alloy E (Nickel),296,8942.16,CUST-1024,Western,Electronics,PROD-010
2025-03-17,Alloy E (Nickel),1120,34305.6,CUST-1003,Southern,Chemical,PROD-010
2025-03-17,Alloy D (Titanium),349,16113.33,CUST-1039,Midwestern,Marine,PROD-009
2025-03-17,Alloy E (Nickel),330,10253.1,CUST-1068,Southern,Aerospace,PROD-005
2025-03-17,Alloy D (Titanium),92,4242.12,CUST-1067,Western,Aerospace,PROD-014
2025-03-17,Alloy E (Nickel),366,10859.22,CUST-1024,Western,Aerospace,PROD-020
2025-03-17,Alloy A (Aluminum),387,5673.42,CUST-1001,Southern,Electronics,PROD-001
2025-03-17,Alloy E (Nickel),165,4923.6,CUST-1070,Midwestern,Chemical,PROD-020
2025-03-17,Alloy C (Copper),188,4130.36,CUST-1079,Midwestern,Construction,PROD-018
2025-03-17,Alloy C (Copper),96,2155.2,CUST-1047,Northeastern,Electronics,PROD-008
2025-03-17,Alloy C (Copper),450,10395.0,CUST-1051,Midwestern,Electronics,PROD-013
2025-03-17,Alloy C (Copper),162,3620.7,CUST-1029,Western,Construction,PROD-003
2025-03-17,Alloy D (Titanium),207,9186.66,CUST-1068,Western,Aerospace,PROD-019
2025-03-17,Alloy D (Titanium),113,5294.05,CUST-1055,Northeastern,Marine,PROD-019
2025-03-17,Alloy B (Steel),129,1123.59,CUST-1021,Northeastern,Marine,PROD-017
2025-03-17,Alloy C (Copper),329,6879.39,CUST-1014,Midwestern,Construction,PROD-018
2025-03-18,Alloy A (Aluminum),173,2581.16,CUST-1077,Northeastern,Automotive,PROD-001
2025-03-18,Alloy E (Nickel),150,4449.0,CUST-1023,Northeastern,Chemical,PROD-010
2025-03-18,Alloy B (Steel),112,959.84,CUST-1053,Southern,Construction,PROD-002
2025-03-18,Alloy D (Titanium),154,6663.58,CUST-1022,Western,Marine,PROD-014
2025-03-18,Alloy D (Titanium),107,4934.84,CUST-1023,Southern,Aerospace,PROD-004
2025-03-18,Alloy E (Nickel),89,2547.18,CUST-1006,Midwestern,Aerospace,PROD-010
2025-03-18,Alloy E (Nickel),231,6858.39,CUST-1044,Western,Electronics,PROD-020
2025-03-18,Alloy D (Titanium),233,10032.98,CUST-1066,Southern,Aerospace,PROD-014
2025-03-18,Alloy A (Aluminum),279,4020.39,CUST-1061,Western,Automotive,PROD-011
2025-03-18,Alloy A (Aluminum),344,4932.96,CUST-1053,Northeastern,Electronics,PROD-001
2025-03-18,Alloy D (Titanium),166,7206.06,CUST-1019,Western,Marine,PROD-004
2025-03-18,Alloy A (Aluminum),104,1582.88,CUST-1021,Western,Automotive,PROD-011
2025-03-18,Alloy B (Steel),251,2156.09,CUST-1028,Southern,Construction,PROD-002
2025-03-18,Alloy C (Copper),300,6360.0,CUST-1028,Western,Construction,PROD-003
2025-03-18,Alloy B (Steel),544,4819.84,CUST-1054,Midwestern,Marine,PROD-002
2025-03-18,Alloy B (Steel),235,1938.75,CUST-1019,Southern,Marine,PROD-017
2025-03-18,Alloy D (Titanium),243,11362.68,CUST-1007,Western,Aerospace,PROD-004
2025-03-18,Alloy A (Aluminum),232,3317.6,CUST-1065,Northeastern,Electronics,PROD-006
2025-03-18,Alloy B (Steel),297,2488.86,CUST-1004,Western,Automotive,PROD-017
2025-03-19,Alloy D (Titanium),151,6790.47,CUST-1076,Northeastern,Marine,PROD-014
2025-03-19,Alloy D (Titanium),415,18828.55,CUST-1067,Northeastern,Marine,PROD-019
2025-03-19,Alloy C (Copper),447,10218.42,CUST-1071,Southern,Electronics,PROD-008
